iter	Logloss
1515	0.339862001
1516	0.3398575715
1517	0.3398513122
1518	0.3398499248
1519	0.3398476448
1520	0.3398452928
1521	0.3398424874
1522	0.3398399325
1523	0.3398371261
1524	0.3398348163
1525	0.3398317854
1526	0.339829678
1527	0.3398267967
1528	0.3398230622
1529	0.3398199525
1530	0.3398177293
1531	0.3398139588
1532	0.3398090757
1533	0.3398066349
1534	0.3398034407
1535	0.3397993965
1536	0.3397961273
1537	0.3397937749
1538	0.3397908496
1539	0.3397879853
1540	0.3397847831
1541	0.3397810487
1542	0.3397772812
1543	0.3397758214
1544	0.3397703244
1545	0.3397681351
1546	0.3397648955
1547	0.3397602835
1548	0.3397565151
1549	0.3397527226
1550	0.3397507161
1551	0.3397480282
1552	0.3397444988
1553	0.3397415043
1554	0.3397378825
1555	0.3397349167
1556	0.3397316344
1557	0.3397298466
1558	0.339726993
1559	0.3397245243
1560	0.3397203199
1561	0.3397159628
1562	0.3397135627
1563	0.3397108921
1564	0.3397082226
1565	0.3397059687
1566	0.3397034346
1567	0.3396992933
1568	0.3396970709
1569	0.3396935442
1570	0.3396903166
1571	0.3396882831
1572	0.3396848154
1573	0.3396823272
1574	0.3396802168
1575	0.3396771228
1576	0.3396752722
1577	0.3396719169
1578	0.3396697917
1579	0.3396675938
1580	0.339664289
1581	0.3396620827
1582	0.3396575115
1583	0.3396546212
1584	0.3396500668
1585	0.3396467418
1586	0.339644401
1587	0.3396413651
1588	0.3396386914
1589	0.3396364484
1590	0.3396345408
1591	0.3396301302
1592	0.3396262604
1593	0.339623444
1594	0.3396195669
1595	0.3396157511
1596	0.3396125184
1597	0.3396077085
1598	0.3396045277
1599	0.3396020828
1600	0.339599313
1601	0.3395963491
1602	0.3395937316
1603	0.3395899574
1604	0.3395872226
1605	0.3395832537
1606	0.3395800648
1607	0.3395776418
1608	0.339574026
1609	0.3395723222
1610	0.3395681259
1611	0.339566155
1612	0.3395627461
1613	0.3395590172
1614	0.3395552364
1615	0.3395522692
1616	0.3395485804
1617	0.3395462305
1618	0.3395441461
1619	0.3395418394
1620	0.3395396727
1621	0.3395368262
1622	0.3395327792
1623	0.3395301216
1624	0.3395263349
1625	0.3395225719
1626	0.3395200265
1627	0.3395137911
1628	0.339511269
1629	0.3395053459
1630	0.3395019571
1631	0.3394994204
1632	0.3394964372
1633	0.3394931466
1634	0.3394913478
1635	0.3394889736
1636	0.3394870539
1637	0.3394844131
1638	0.3394809489
1639	0.3394785332
1640	0.3394733756
1641	0.3394700056
1642	0.3394672779
1643	0.3394649669
1644	0.3394607551
1645	0.3394583914
1646	0.3394560321
1647	0.3394530677
1648	0.3394505147
1649	0.3394476334
1650	0.3394434495
1651	0.3394397069
1652	0.3394352006
1653	0.339433199
1654	0.3394297805
1655	0.339426385
1656	0.3394230769
1657	0.339419126
1658	0.339416934
1659	0.3394151073
1660	0.339410916
1661	0.339409053
1662	0.339406811
1663	0.33940319
1664	0.3393967422
1665	0.3393929082
1666	0.3393887846
1667	0.3393858867
1668	0.3393839513
1669	0.3393806949
1670	0.3393781521
1671	0.3393744405
1672	0.3393705937
1673	0.3393680091
1674	0.3393665773
1675	0.3393621663
1676	0.3393587758
1677	0.3393550236
1678	0.3393528196
1679	0.3393509964
1680	0.3393486264
1681	0.3393468379
1682	0.3393446401
1683	0.3393404257
1684	0.3393360408
1685	0.3393324672
1686	0.3393304235
1687	0.3393278753
1688	0.3393248056
1689	0.3393215401
1690	0.3393172762
1691	0.3393134468
1692	0.3393112359
1693	0.3393078885
1694	0.3393068835
1695	0.3393035903
1696	0.3393010983
1697	0.3392975852
1698	0.339295628
1699	0.3392919895
1700	0.339288789
1701	0.3392852691
1702	0.3392827453
1703	0.3392796619
1704	0.3392761709
1705	0.3392712776
1706	0.3392662374
1707	0.3392641375
1708	0.3392616379
1709	0.3392582507
1710	0.3392545375
1711	0.3392530725
1712	0.3392491745
1713	0.339247164
1714	0.3392449065
1715	0.3392427694
1716	0.3392396299
1717	0.3392371212
1718	0.3392355889
1719	0.3392336158
1720	0.3392311179
1721	0.3392275266
1722	0.3392247483
1723	0.3392218588
1724	0.3392202364
1725	0.3392190876
1726	0.3392164173
1727	0.3392131392
1728	0.3392105296
1729	0.3392088235
1730	0.3392069417
1731	0.3392037676
1732	0.3391996923
1733	0.339197693
1734	0.3391945687
1735	0.3391906722
1736	0.3391871069
1737	0.3391811776
1738	0.3391788979
1739	0.3391758062
1740	0.3391742181
1741	0.3391706689
1742	0.3391678845
1743	0.3391650269
1744	0.3391597571
1745	0.3391582186
1746	0.3391536506
1747	0.3391506556
1748	0.3391477462
1749	0.3391442764
1750	0.339141614
1751	0.3391393831
1752	0.3391365128
1753	0.3391336963
1754	0.3391320665
1755	0.3391299222
1756	0.3391278297
1757	0.3391260531
1758	0.3391235166
1759	0.3391217923
1760	0.3391194118
1761	0.3391163506
1762	0.3391137769
1763	0.3391109046
1764	0.3391088395
1765	0.3391073406
1766	0.3391052251
1767	0.3391037475
1768	0.3391017388
1769	0.3391002785
1770	0.3390963905
1771	0.3390934996
1772	0.3390912698
1773	0.3390896118
1774	0.3390867962
1775	0.3390826214
1776	0.3390781061
1777	0.3390760616
1778	0.3390722669
1779	0.3390674604
1780	0.3390642258
1781	0.3390610586
1782	0.3390597758
1783	0.3390556158
1784	0.3390539402
1785	0.3390500946
1786	0.33904845
1787	0.3390461008
1788	0.3390432991
1789	0.3390410732
1790	0.3390388259
1791	0.3390367548
1792	0.3390343182
1793	0.3390305728
1794	0.3390282385
1795	0.3390249809
1796	0.3390216521
1797	0.339019475
1798	0.3390127096
1799	0.3390099181
1800	0.3390074243
1801	0.3390036928
1802	0.3390009161
1803	0.3389988952
1804	0.33899622
1805	0.338991388
1806	0.3389883672
1807	0.3389852774
1808	0.3389818531
1809	0.3389796596
1810	0.3389771775
1811	0.3389742863
1812	0.3389729789
1813	0.3389702539
1814	0.3389667658
1815	0.3389630929
1816	0.3389596073
1817	0.3389565674
1818	0.3389537935
1819	0.3389500255
1820	0.338947192
1821	0.3389436322
1822	0.3389411803
1823	0.3389390956
1824	0.3389349648
1825	0.3389323251
1826	0.3389293648
1827	0.3389269275
1828	0.3389237835
1829	0.3389215267
1830	0.3389190637
1831	0.3389169476
1832	0.3389159512
1833	0.3389118216
1834	0.3389089802
